"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Dec 12 22:36:14 MSK 2022","Mon Dec 12 22:36:39 MSK 2022","25019","","tests.TextBoxTests","","tests.TextBoxTests","fillFormTest","fillFormTest()",""
